,name,dept
462,FINA 5600 - Real Estate Financing (2 units),FINA
463,FINA 5830 - Statistical Methods for Risk Management (2 units),FINA
464,FINA 5840 - Financial Modeling (2 units),FINA
465,FINA 6910E - VC Entrepreneurship (2 units),FINA
466,FINA 6910G - Quantitative Portfolio Management (2 units),FINA
467,FINA 7900C - Doctoral Seminar: Empirical Corporate Finance (3 units),FINA
468,FINA 7900D - Doctoral Seminar: Empirical Asset Pricing (3 units),FINA
469,FINA 7980S - Finance Workshops (1 unit),FINA
471,GBUS 1000 - Global Leadership Development (0 units),GBUS
472,GBUS 2020 - Public Service Project (1 unit),GBUS
473,GBUS 3010 - Global Perspectives on Contemporary Issues (3 units),GBUS
474,GBUS 3030 - Global Business Case Studies (4 units),GBUS
475,GBUS 3040 - Doing Business in Asia and Emerging Markets (3 units),GBUS
476,GBUS 4910 - Capstone Project (4 units),GBUS
477,GFIN 5100 - Financial Markets and Corporate Finance in China (2 units),GFIN
478,GFIN 6980 - Integrative Project in Global Finance (4 units),GFIN
479,GNED 2510 - Career Building (1 unit),GNED
480,HART 1001 - Arts and Creativity (2 units),HART
481,HART 1012 - Introduction to Photography (1 unit),HART
482,HART 1014 - Introduction to Chinese Calligraphy (1 unit),HART
483,HART 1023 - Introduction to Experimental Animation (1 unit),HART
484,HART 1036 - Introduction to Graphic Design (1 unit),HART
485,HLTH 1010 - Healthy Lifestyle (0 units),HLTH
486,HMMA 5001 - Fundamentals of Chinese Culture (3 units),HMMA
487,HMMA 5007 - Fundamentals of Chinese Philosophy (3 units),HMMA
488,"HUMA 1000A - Cultures and Values: Language, Communication and Society (3 units)",HUMA
489,"HUMA 1000B - Cultures and Values: Righteousness, Destiny and Well-being (3 units)",HUMA
490,"HUMA 1000G - Cultures and Values: Love, Death and Human Nature (3 units)",HUMA
491,HUMA 1030 - Structure of the Chinese Language (3 units),HUMA
492,HUMA 1100 - Music of the World (3 units),HUMA
493,HUMA 1102 - Enjoyment of Classical Music (3 units),HUMA
494,HUMA 1210 - Chinese Women on Screen (3 units),HUMA
495,HUMA 1231 - Popular Culture of East Asia (3 units),HUMA
496,HUMA 1440 - Modern China (3 units),HUMA
497,HUMA 1630 - Popular Religion in South China (3 units),HUMA
498,HUMA 1720 - Logic (3 units),HUMA
499,HUMA 1920 - Introduction to Moral Philosophy (3 units),HUMA
500,HUMA 2010 - Metaphors in English and Chinese (3 units),HUMA
501,HUMA 2101 - Enjoyment of Western Opera (3 units),HUMA
502,HUMA 2103 - Introduction to Music Composition (3 units),HUMA
503,HUMA 2104 - Music Theory I (3 units),HUMA
504,"HUMA 2105 - Music, Drama and Theatre (3 units)",HUMA
505,HUMA 2260 - Contemporary Chinese Fiction (1949-present) (3 units),HUMA
506,HUMA 2320 - Chinese Drama (3 units),HUMA
507,"HUMA 2588 - Nazism and German Society, 1914-1945 (3 units)",HUMA
508,HUMA 2638 - Peoples and Cultures in Mainland Southeast Asia (3 units),HUMA
509,HUMA 2660 - Introduction to Chinese Painting (3 units),HUMA
510,HUMA 2680 - Understanding Western Architecture (3 units),HUMA
511,HUMA 3102 - Making Chamber Music A (2 units),HUMA
512,HUMA 3104 - Music Theory II (3 units),HUMA
513,HUMA 3630 - Community and Cultural Identity (3 units),HUMA
514,HUMA 4020 - Language and Literature in Modern China (3 units),HUMA
515,HUMA 4520 - History of US-China Relations (3 units),HUMA
516,HUMA 4700 - Confucianism in a Global Context (3 units),HUMA
517,HUMA 5180 - Chinese Historical Morphology (3 units),HUMA
518,HUMA 5280 - Cantonese Grammar in Contemporary Linguistic Theories (3 units),HUMA
519,HUMA 5360 - History and Theory of Comparative Literature (3 units),HUMA
520,HUMA 5370 - Animation Theories (3 units),HUMA
521,HUMA 5620 - Chinese Painting: Meanings and Uses (3 units),HUMA
522,HUMA 5660 - City and Urban Life in Late-Imperial and Modern China (3 units),HUMA
523,HUMA 5696 - The Culture of Capitalism (3 units),HUMA
524,HUMA 5750 - Family and Lineage in South China (3 units),HUMA
525,HUMA 5900 - Fundamentals of Comparative Philosophy (3 units),HUMA
526,HUMA 6300 - Postgraduate Seminar (1 unit),HUMA
529,IBTM 5050 - Intelligent Building System (3 units),IBTM
530,IBTM 5150 - Advanced HVAC Systems (3 units),IBTM
531,IBTM 5300 - Computational Methods in Building Environment Design (3 units),IBTM
532,IBTM 5460 - Materials in Built Environment (3 units),IBTM
533,IBTM 5500 - Occupational Safety and Health Issues in Buildings (3 units),IBTM
534,IBTM 5630 - Micro Sensors for Smart Buildings (3 units),IBTM
535,IBTM 6950A - Independent Studies (3 units),IBTM
536,IBTM 6950B - Independent Studies (6 units),IBTM
537,IDPO 3500D - Design Thinking Foundation Workshop (1 unit),IDPO
538,IDPO 6770 - Professional Development for Interdisciplinary Programs (1 unit),IDPO
539,IDPO 6950A - Smart Indoor Management with Wireless Labeling and Charging (4 units),IDPO
540,IEDA 1010 - Academic and Professional Development I (0 units),IEDA
541,IEDA 1020 - Academic and Professional Development II (0 units),IEDA
542,IEDA 2010 - Industrial Engineering and Decision Analytics (3 units),IEDA
543,IEDA 2100E - Computing in Industrial Applications (3 units),IEDA
544,IEDA 2410 - Logistics and Freight Transportation Operations (3 units),IEDA
545,IEDA 2520 - Probability for Engineers (3 units),IEDA
546,IEDA 3010 - Prescriptive Analytics (3 units),IEDA
547,IEDA 3130 - Ergonomics and Safety Management (3 units),IEDA
548,IEDA 3250 - Stochastic Models (3 units),IEDA
549,IEDA 3302 - E-Commerce Technology and Applications (3 units),IEDA
550,IEDA 3330 - Introduction to Financial Engineering (3 units),IEDA
551,IEDA 3460 - Demand and Supply Analytics (3 units),IEDA
552,IEDA 4200 - Design of Logistics and Manufacturing Systems (3 units),IEDA
553,IEDA 4331 - Quantitative Methods in Financial Engineering (3 units),IEDA
554,IEDA 4410 - Data Driven Supply Chain Management (3 units),IEDA
555,IEDA 4901 - Final Year Thesis (6 units),IEDA
556,IEDA 4920 - Decision Analytics Final Year Project (6 units),IEDA
557,IEDA 4930 - Logistics Management and Engineering Project (6 units),IEDA
558,IEDA 4960 - Industrial Engineering and Engineering Management Final Year Project (6 units),IEDA
559,IEDA 4990 - Industrial Engineering Design Project (6 units),IEDA
560,IEDA 5170 - Advanced Production Planning and Control (3 units),IEDA
561,IEDA 5230 - Deterministic Models in Operations Research (3 units),IEDA
562,IEDA 5270 - Engineering Statistics and Data Analytics (3 units),IEDA
563,IEDA 6100A - Convex Optimization (3 units),IEDA
564,IEDA 6800S - Departmental Seminar (0 units),IEDA
565,IEDA 6850Q - Advanced Seminar (0 units),IEDA
568,IIMP 2000 - Academic and Professional Development (0 units),IIMP
569,IIMP 6010 - Cross-disciplinary Research Methods I (2 units),IIMP
570,IIMP 6030 - Cross-disciplinary Design Thinking I (2 units),IIMP
575,ISDN 1002 - Redefining Problems for the Real Needs (3 units),ISDN
576,ISDN 1004 - Sketching (1 unit),ISDN
577,ISDN 2000 - What is Design and Why Design? (3 units),ISDN
578,ISDN 2001 - Second Year Design Project I (1 unit),ISDN
579,ISDN 2200 - Systems Thinking and Design (3 units),ISDN
580,ISDN 2300 - Digital Design (3 units),ISDN
581,ISDN 2500 - Introduction to Systems Design Engineering (3 units),ISDN
582,ISDN 3001 - Third Year Design Project I (4 units),ISDN
583,ISDN 3200 - Graphic Design (2 units),ISDN
584,ISDN 4000G - Internet of Things: From Component Skills to System Integration (3 units),ISDN
585,ISDN 4000H - Integrating Components to Kinematic Industrial Design System (3 units),ISDN
586,ISDN 4001 - Final Year Design Project I (5 units),ISDN
588,ISOM 1380 - Technology and Innovation: Social and Business Perspectives (3 units),ISOM
589,ISOM 1500 - Insightful Decisions (3 units),ISOM
590,ISOM 2010 - Introduction to Information Systems (3 units),ISOM
591,ISOM 2020 - Coding for Business (1 unit),ISOM
592,ISOM 2030 - Business Protections for Innovations (3 units),ISOM
593,ISOM 2500 - Business Statistics (3 units),ISOM
594,ISOM 2600 - Introduction to Business Analytics (1 unit),ISOM
595,ISOM 2700 - Operations Management (3 units),ISOM
596,ISOM 3180 - Telecommunications and Computer Networking Management (3 units),ISOM
597,ISOM 3210 - Information Systems Analysis and Design (3 units),ISOM
598,ISOM 3230 - Business Applications Programming (3 units),ISOM
599,ISOM 3260 - Database Design and Administration (4 units),ISOM
600,ISOM 3320 - Internet Applications Development (3 units),ISOM
601,ISOM 3340 - Developing AI Applications (1 unit),ISOM
602,ISOM 3360 - Data Mining for Business Analytics (3 units),ISOM
603,ISOM 3400 - Python Programming for Business Analytics (3 units),ISOM
604,ISOM 3540 - Introduction to Probability Models (3 units),ISOM
605,ISOM 3710 - Business Modeling and Optimization (4 units),ISOM
606,ISOM 3730 - Quality and Process Management (4 units),ISOM
607,ISOM 3760 - Logistics Management (3 units),ISOM
608,ISOM 3770 - Global Supply Chain Management (4 units),ISOM
609,ISOM 4000A - AI and the Future of Work (3 units),ISOM
610,ISOM 4020 - Innovation Management and Technology Entrepreneurship (3 units),ISOM
611,ISOM 4100 - Information Systems Auditing (3 units),ISOM
612,ISOM 4400 - Information Systems Project (6 units),ISOM
613,ISOM 4530 - Statistical Analysis of Financial Data in R/S-plus (4 units),ISOM
614,ISOM 4740 - Enterprise Resource Management (3 units),ISOM
615,ISOM 4750 - Business Project Management (3 units),ISOM
616,ISOM 4840 - Financial Service Operations Management (3 units),ISOM
617,ISOM 5020 - Information and Technology Management (2 units),ISOM
618,ISOM 5100 - Information Strategy and Management (2 units),ISOM
619,ISOM 5180 - Applied Network Management (2 units),ISOM
620,ISOM 5230 - Privacy Management in the Digital Age (2 units),ISOM
621,ISOM 5240 - Deep Learning Business Applications with Python (2 units),ISOM
622,ISOM 5260 - Fundamentals of Database Management (2 units),ISOM
623,ISOM 5270 - Big Data Analytics (2 units),ISOM
624,ISOM 5280 - Computer and Internet Security Management (2 units),ISOM
625,ISOM 5290 - Information Systems Development Methodologies (2 units),ISOM
626,ISOM 5320 - Electronic Commerce and Web Analytics (2 units),ISOM
627,ISOM 5340 - FinTech and Big Data Financial Analytics (2 units),ISOM
628,ISOM 5460 - Project Management (2 units),ISOM
629,ISOM 5480 - Technology Entrepreneurship (2 units),ISOM
630,ISOM 5510 - Data Analysis (2 units),ISOM
631,ISOM 5540 - Introduction to Probability (3 units),ISOM
632,ISOM 5610 - Introduction to Business Analytics (2 units),ISOM
633,ISOM 5620 - Visual Analytics for Business Decisions (2 units),ISOM
634,ISOM 5630 - Business Analytics in R (2 units),ISOM
635,ISOM 5700 - Operations Management (2 units),ISOM
636,ISOM 5730 - Global Supply Chain Management (2 units),ISOM
637,ISOM 5800 - Business Modeling (1 unit),ISOM
638,ISOM 5810 - Business Modeling and Optimization (2 units),ISOM
639,ISOM 5830 - Simulation for Risk and Operations Analysis (2 units),ISOM
640,ISOM 6000I - Global Implications of Fintech Innovations (2 units),ISOM
641,ISOM 6000M - Doing Tech in Asia and China (2 units),ISOM
643,ISOM 7000J - IS Doctoral Seminar: Current Research in Information Systems (3 units),ISOM
645,JEVE 5260 - Air Pollution Meteorology (3 units),JEVE
646,JEVE 5410 - Risk Assessment and Contaminated Land Cleanup (3 units),JEVE
647,JEVE 5460 - Design and Management of Physico/Chemical Processes of Environmental Engineering (3 units),JEVE
648,JEVE 5470 - Industrial Wastewater Treatment (3 units),JEVE
649,JEVE 5480 - Wastewater Treatment and Reuse (3 units),JEVE
650,"JEVE 5820 - Energy, Environment and Sustainable Development (3 units)",JEVE
651,JEVE 6980B - Independent Project (6 units),JEVE
652,LABU 2040 - Business Case Analyses (3 units),LABU
653,LABU 2040G - Business Case Analyses (3 units),LABU
654,LABU 2051 - Business Case Analyses I (2 units),LABU
655,LABU 2060 - Effective Communication in Business (3 units),LABU
656,LANG 1002A - English for University Studies I (3 units),LANG
657,LANG 1002I - English for University Studies I (3 units),LANG
658,LANG 1002S - English for University Studies I (3 units),LANG
659,LANG 1113C - Effective Chinese Communication (3 units),LANG
660,LANG 1113I - Effective Chinese Communication (3 units),LANG
661,LANG 1113P - Effective Chinese Communication (3 units),LANG
662,LANG 1117C - Advanced Chinese Communication (3 units),LANG
663,LANG 1117P - Advanced Chinese Communication (3 units),LANG
664,LANG 1118 - Enhanced Chinese Communication (3 units),LANG
665,LANG 1120 - Chinese for Non-Chinese Language Background Students I (3 units),LANG
666,LANG 1121 - Chinese for Non-Chinese Language Background Students II (3 units),LANG
667,LANG 1122 - Chinese for Non-Chinese Language Background Students III (3 units),LANG
668,LANG 1123 - Chinese for Non-Chinese Language Background Students IV (3 units),LANG
669,LANG 1124 - Chinese for Non-Chinese Language Background Students V (3 units),LANG
670,LANG 1125 - Chinese for Non-Chinese Language Background Students VI (3 units),LANG
671,LANG 1126 - Chinese for Non-Chinese Language Background Students VII (3 units),LANG
672,LANG 1130 - Cantonese for Non-Chinese Language Background Students I (3 units),LANG
673,LANG 1133 - Cantonese for Chinese Language Background Students I (3 units),LANG
674,LANG 1210 - Japanese Language and Related Culture (3 units),LANG
675,LANG 1310 - French: World Language and Culture (3 units),LANG
676,LANG 1320 - German in the World of Science and Technology (3 units),LANG
677,LANG 1330 - Spanish and the Other America (3 units),LANG
678,LANG 2010 - English for Science I (3 units),LANG
679,LANG 2010H - English for Science I (3 units),LANG
680,LANG 2030 - Technical Communication I (3 units),LANG
681,LANG 2030H - Technical Communication I (3 units),LANG
682,LANG 2082 - Communication for Environmental Management and Technology I (2 units),LANG
683,LANG 2170 - Chinese Communication Skills for Humanities & Social Science Studies (3 units),LANG
684,LANG 3021 - Science Communication in English (Mathematics) (3 units),LANG
685,LANG 3022 - Science Communication in English (Chemistry) (3 units),LANG
686,LANG 3024 - Science Communication in English (Life Science) (3 units),LANG
687,LANG 3025 - Science Communication in English (Environmental Science) (3 units),LANG
688,LANG 3070 - English Communication for Humanities and Social Science Studies II (3 units),LANG
689,LANG 4030 - Technical Communication II for CSE & CPEG (3 units),LANG
690,LANG 4031 - Technical Communication II for ECE & CPEG (3 units),LANG
691,LANG 4032 - Technical Communication II for IEDA and ISDN (3 units),LANG
692,LANG 4033 - Technical Communication II for Civil and Environmental Engineering (3 units),LANG
693,LANG 4035 - Technical Communication II for Chemical and Biological Engineering (3 units),LANG
694,LANG 4070 - Academic Writing in Context - Global China Studies (1 unit),LANG
695,LANG 5000 - Foundation in Listening & Speaking for Postgraduate Students (1 unit),LANG
696,LANG 5001 - Postgraduate English for Engineering Research Studies (1 unit),LANG
697,LANG 5010 - Postgraduate English for Science Studies (1 unit),LANG
698,LANG 5030 - English Communication for Postgraduate Engineering Studies (1 unit),LANG
699,LANG 5070 - Advanced Critical Writing for Academic Purposes (3 units),LANG
700,LANG 5072 - English Academic Writing on Chinese Culture (3 units),LANG
701,LANG 5080 - English Seminar and Presentation Skills (3 units),LANG
702,LANG 5101 - Basic Chinese for International Management (3 units),LANG
703,LANG 5330 - Basic Spanish for International Management (3 units),LANG
704,LIFS 1010 - Appreciation of Biological Sciences (3 units),LIFS
705,LIFS 1030 - Environmental Science (3 units),LIFS
706,LIFS 1901 - General Biology I (3 units),LIFS
707,LIFS 1902 - General Biology II (3 units),LIFS
708,LIFS 1903 - Laboratory for General Biology I (1 unit),LIFS
709,LIFS 1930 - Nature of Life Sciences (3 units),LIFS
710,LIFS 2010 - Modern Approaches to Biochemical and Cell Biological Research (3 units),LIFS
711,LIFS 2060 - Biodiversity (3 units),LIFS
712,LIFS 2070 - Introduction to Biotechnology (3 units),LIFS
713,LIFS 2210 - Biochemistry I (3 units),LIFS
714,LIFS 2720 - Biochemistry Laboratory (2 units),LIFS
715,LIFS 2820 - Biochemical Laboratory Techniques (1 unit),LIFS
716,LIFS 3010 - Molecular and Cellular Biology I (3 units),LIFS
717,LIFS 3110 - Biotechnological Application of Recombinant DNA Techniques (3 units),LIFS
718,LIFS 3130 - Marine Biology (3 units),LIFS
719,LIFS 3140 - General Genetics (4 units),LIFS
720,LIFS 3160 - Ecology (3 units),LIFS
721,LIFS 3330 - Marine Biology Laboratory (3 units),LIFS
722,LIFS 3520 - Junior Research Project II (2 units),LIFS
723,LIFS 4090 - Developmental Biology (3 units),LIFS
724,LIFS 4150 - Plant Biotechnology (3 units),LIFS
725,LIFS 4200 - Concepts and Issues in Contemporary Biotechnology (3 units),LIFS
726,LIFS 4370 - Human Genetics and Personalized Medicine (3 units),LIFS
727,LIFS 4630 - Advanced Topics in Biotechnology (3 units),LIFS
728,LIFS 4760 - Biochemistry of Diseases (3 units),LIFS
729,LIFS 4820 - Entrepreneurship in Biotechnology (3 units),LIFS
730,LIFS 4950 - Neurochemistry (3 units),LIFS
731,LIFS 4960 - Biological Science Capstone Project (3 units),LIFS
732,LIFS 4961 - Biochemistry and Cell Biology Capstone Project (3 units),LIFS
733,LIFS 4963 - Biotechnology Capstone Project (3 units),LIFS
734,LIFS 4970 - Biological Science Project Research I (3 units),LIFS
735,LIFS 4971 - Biochemistry and Cell Biology Project Research I (3 units),LIFS
736,LIFS 4973 - Biotechnology Project Research I (3 units),LIFS
737,LIFS 5070 - Workshops in Biosciences (3 units),LIFS
738,LIFS 5710 - Cellular Regulation (3 units),LIFS
739,LIFS 6111M - Life Science Postgraduate Student Seminar (1 unit),LIFS
740,LIFS 6112D - Current Topics in Neuroscience (2 units),LIFS
741,LIFS 6113D - Current Topics in Biochemistry and Biophysics (2 units),LIFS
742,LIFS 6114D - Current Topics in Biotechnology and Traditional Chinese Medicine (2 units),LIFS
743,"LIFS 6170 - Special Topics in Molecular, Cell and Developmental Biology (4 units)",LIFS
744,LIFS 6410Y - Seminar Enrichment Course (1 unit),LIFS
747,MAED 5021 - Mathematical Analysis and Its Applications I (3 units),MAED
748,MAED 5121 - Algebra and Its Applications I (3 units),MAED
749,MAED 5211 - Classical and Modern Geometry (3 units),MAED
750,MAED 5321 - Combinatorics (3 units),MAED
751,MAED 6981A - Independent Study (3 units),MAED
752,MAFS 5010 - Stochastic Calculus (3 units),MAFS
753,MAFS 5030 - Quantitative Modeling of Derivatives Securities (3 units),MAFS
754,MAFS 5110 - Advanced Data Analysis with Statistical Programming (3 units),MAFS
755,MAFS 5140 - Statistical Methods in Quantitative Finance (3 units),MAFS
756,MAFS 5240 - Software Development with C++ for Quantitative Finance (3 units),MAFS
757,MAFS 5280 - Financial Markets in Hong Kong and China (3 units),MAFS
758,MAFS 5310 - Portfolio Optimization with R (3 units),MAFS
759,MAFS 6000 - Capstone Project in Financial Mathematics (3 units),MAFS
760,MAFS 6010X - Entrepreneurship and Venture Capital (3 units),MAFS
761,MAFS 6100A - Independent Project (3 units),MAFS
762,MAFS 6100B - Independent Project (3 units),MAFS
763,MARK 1220 - Marketing and Society (3 units),MARK
764,MARK 2120 - Marketing Management (3 units),MARK
765,MARK 3220 - Marketing Research (4 units),MARK
766,MARK 3420 - Consumer Behavior (4 units),MARK
767,MARK 3430 - Global Marketing (4 units),MARK
768,MARK 3480 - Pricing Strategy (4 units),MARK
769,MARK 3510 - Business to Business Marketing (4 units),MARK
770,MARK 3520 - Competitive Positioning (4 units),MARK
771,MARK 4210 - Strategic Marketing (4 units),MARK
772,MARK 5120 - Marketing Strategy and Policy (2 units),MARK
773,MARK 6510I - Current Topics in Consumer Research (2 units),MARK
774,MARK 6900W - Pricing Strategy (2 units),MARK
775,MARK 6900Z - Quantitative Marketing (3 units),MARK
777,MASS 5010 - Research Methods in Social Science (3 units),MASS
778,MASS 5020 - Social Statistics I (3 units),MASS
779,MASS 5050 - Economic Transformations in Post-Mao China (3 units),MASS
780,MASS 5200 - Comparative Politics (3 units),MASS
781,MATH 1003 - Calculus and Linear Algebra (3 units),MATH
782,MATH 1012 - Calculus IA (4 units),MATH
783,MATH 1013 - Calculus IB (3 units),MATH
784,MATH 1014 - Calculus II (3 units),MATH
785,MATH 1020 - Accelerated Calculus (4 units),MATH
786,MATH 1023 - Honors Calculus I (3 units),MATH
787,MATH 2011 - Introduction to Multivariable Calculus (3 units),MATH
788,MATH 2023 - Multivariable Calculus (4 units),MATH
789,MATH 2033 - Mathematical Analysis (4 units),MATH
790,MATH 2111 - Matrix Algebra and Applications (3 units),MATH
791,MATH 2121 - Linear Algebra (4 units),MATH
792,MATH 2131 - Honors in Linear and Abstract Algebra I (4 units),MATH
793,MATH 2350 - Applied Linear Algebra and Differential Equations (3 units),MATH
794,MATH 2351 - Introduction to Differential Equations (3 units),MATH
795,MATH 2411 - Applied Statistics (4 units),MATH
796,MATH 2421 - Probability (4 units),MATH
797,MATH 2511 - Fundamentals of Actuarial Mathematics (3 units),MATH
798,MATH 2731 - Mathematical Problem Solving (3 units),MATH
799,MATH 3033 - Real Analysis (4 units),MATH
800,MATH 3043 - Honors Real Analysis (4 units),MATH
801,MATH 3121 - Abstract Algebra (3 units),MATH
802,MATH 3312 - Numerical Analysis (3 units),MATH
803,MATH 3332 - Data Analytic Tools (3 units),MATH
804,MATH 3423 - Statistical Inference (3 units),MATH
805,MATH 3424 - Regression Analysis (3 units),MATH
806,MATH 4141 - Number Theory and Applications (3 units),MATH
807,MATH 4223 - Differential Geometry (3 units),MATH
808,MATH 4326 - Introduction to Fluid Dynamics (3 units),MATH
809,MATH 4423 - Nonparametric Statistics (3 units),MATH
810,MATH 4424 - Multivariate Analysis (3 units),MATH
811,MATH 4427 - Loss Models and their Applications (3 units),MATH
812,MATH 4432 - Statistical Machine Learning (3 units),MATH
813,MATH 4511 - Quantitative Methods for Fixed Income Derivatives (3 units),MATH
814,MATH 4821B - Introduction to Graph Theory (3 units),MATH
815,MATH 4824B - Machine Learning for Natural Language Processing (3 units),MATH
816,MATH 4984K - Independent Study: Advanced Topics in Financial Economics (3 units),MATH
817,MATH 4984L - Independent Study: Machine Learning Technique (3 units),MATH
818,MATH 4984M - Independent Study: Algebraic Number Theory and Lattice-based Cryptography (1 unit),MATH
819,MATH 4992 - Capstone Project in Applied Mathematics (3 units),MATH
820,MATH 4993 - Capstone Project in Statistics (3 units),MATH
821,MATH 4994 - Capstone Project in Mathematics and Economics (3 units),MATH
822,MATH 4995 - Capstone Project for Data Science (3 units),MATH
823,MATH 4999 - Independent Capstone Project (3 units),MATH
824,MATH 5111 - Advanced Algebra I (3 units),MATH
825,MATH 5230 - Differential Topology (3 units),MATH
826,MATH 5251 - Algebraic Geometry I (3 units),MATH
827,MATH 5285 - Applied Analysis (3 units),MATH
828,MATH 5311 - Advanced Numerical Methods I (3 units),MATH
829,MATH 5350 - Computational Fluid Dynamics for Inviscid Flows (3 units),MATH
830,MATH 5351 - Mathematical Methods in Science and Engineering I (3 units),MATH
831,MATH 5411 - Advanced Probability Theory I (3 units),MATH
832,MATH 5431 - Advanced Mathematical Statistics I (3 units),MATH
833,MATH 5472 - Computer Age Statistical Inference with Applications (3 units),MATH
834,MATH 6050H - Topics in Analysis and Related Issues (3 units),MATH
835,MATH 6050I - Real Analysis I (3 units),MATH
836,MATH 6050J - Intermediate Complex Analysis (3 units),MATH
837,MATH 6150J - SL_2-triples in Representation Theory (3 units),MATH
838,MATH 6380P - Advanced Topics on Deep Learning (3 units),MATH
839,MATH 6388A - Advanced Numerical Analysis II (3 units),MATH
840,MATH 6450G - High-Dimensional Probability: Theory and Applications (3 units),MATH
841,MATH 6450H - Mathematical Analysis of Machine Learning Algorithms (3 units),MATH
842,MATH 6770 - Professional Development in Science (Mathematics) (2 units),MATH
843,MATH 6771 - Professional Development Training in Mathematics (1 unit),MATH
844,MATH 6900A - Mathematics Seminar (1 unit),MATH
845,MATH 6900C - Mathematics Seminar (1 unit),MATH
846,MATH 6913D - Reading Course: Stochastic Partial Differential Equations (3 units),MATH
847,MATH 6913E - Reading Course: Toric Geometry (1 unit),MATH
848,MATH 6915 - Scientific Computation Seminar (1 unit),MATH
849,MATH 6915A - Scientific Computation Seminar (1 unit),MATH
852,MECH 1902 - Energy Systems in a Sustainable World (3 units),MECH
853,MECH 1906 - Mechanical Engineering for Modern Life (3 units),MECH
854,MECH 1907 - Introduction to Aerospace Engineering (3 units),MECH
855,MECH 1990 - Industrial Training (0 units),MECH
856,MECH 2020 - Statics and Dynamics (3 units),MECH
857,MECH 2310 - Thermodynamics (3 units),MECH
858,MECH 3030 - Mechanisms of Machinery (3 units),MECH
859,MECH 3300 - Energy Conversion (3 units),MECH
860,MECH 3310 - Heat Transfer (3 units),MECH
861,MECH 3400 - Introduction to Composite Materials (3 units),MECH
862,MECH 3420 - Engineering Materials II (3 units),MECH
863,MECH 3610 - Control Principles (3 units),MECH
864,MECH 3640 - Aerodynamics (3 units),MECH
865,MECH 3650 - Aircraft Structural Analysis (3 units),MECH
866,MECH 3670 - Aircraft Performance and Stability (3 units),MECH
867,MECH 3710 - Manufacturing Processes and Systems (3 units),MECH
868,MECH 4000N - Solar Energy Conversion Technology (3 units),MECH
869,MECH 4360 - Introduction to Intelligent Building Systems (3 units),MECH
870,MECH 4450 - Introduction to Finite Element Analysis (3 units),MECH
871,MECH 4810 - Unmanned Aviation Vehicle (3 units),MECH
872,MECH 4900 - Final Year Design Project (6 units),MECH
873,MECH 4950 - Co-op Program (6 units),MECH
874,MECH 4980 - Final Year Aerospace Design Project (6 units),MECH
875,MECH 5210 - Fluid Dynamics (3 units),MECH
876,MECH 5550 - Precision Machining (3 units),MECH
877,MECH 5940 - Continuum Mechanics for Crystalline Solids (3 units),MECH
878,MECH 5950 - Introduction to Microsystems: Technology and Devices (3 units),MECH
879,MECH 5961 - Acoustics and Aeroacoustics (3 units),MECH
880,MECH 6090S - Seminar in Mechanical Engineering (0 units),MECH
883,MESF 5010 - Foundation of Solid Mechanics (3 units),MESF
884,MESF 5210 - Fluid Dynamics (3 units),MESF
885,MESF 5370 - Composites and Nanocomposites (3 units),MESF
886,MESF 5430 - Thermodynamics and Kinetics of Materials (3 units),MESF
887,MESF 5520 - Fundamental Theories and Algorithms of CAD/CAM/CAE (3 units),MESF
888,MESF 5570 - Precision Machining (3 units),MESF
889,MESF 5930 - Finite Element Methods (3 units),MESF
890,MESF 6950A - Independent Project (3 units),MESF
891,MESF 6950C - Independent Project (6 units),MESF
892,MFIT 5001 - AI for FinTech (2 units),MFIT
893,MFIT 5002 - Blockchain (2 units),MFIT
894,MFIT 5003 - Data Analysis (2 units),MFIT
895,MFIT 5005 - Foundations of FinTech (2 units),MFIT
896,MFIT 5006 - Mathematical Foundation of FinTech (2 units),MFIT
897,MFIT 5011 - Statistical Methods in Finance (3 units),MFIT
898,"MGCS 5001 - Understanding China, 1700-2000: A Data-Analytic Approach (3 units)",MGCS
899,MGCS 5010 - Introduction to Social Statistics (3 units),MGCS
900,MGCS 6000H - China and the World (3 units),MGCS
901,MGCS 6200 - Independent Study (3 units),MGCS
902,MGCS 6980 - Research Project in Global China Studies I (6 units),MGCS
903,MGMT 1110 - Introduction to Management (3 units),MGMT
904,MGMT 1130 - Traps and Pitfalls in Judgment and Decision Making (3 units),MGMT
905,MGMT 2010 - Business Ethics and the Individual (2 units),MGMT
906,MGMT 2110 - Organizational Behavior (3 units),MGMT
907,MGMT 2110W - Organizational Behavior (3 units),MGMT
908,MGMT 2130 - Business Ethics and Social Responsibility (2 units),MGMT
909,MGMT 3120 - Managerial Leadership (4 units),MGMT
910,MGMT 3140 - Negotiation (4 units),MGMT
911,MGMT 4000E - Knowing and Managing Your Social Networks for Careers and Business (3 units),MGMT
912,MGMT 4010A - Independent Study (1 unit),MGMT
913,MGMT 4210 - Corporate Strategy (3 units),MGMT
914,MGMT 4230 - International Management (4 units),MGMT
915,MGMT 4250 - Management Consulting (3 units),MGMT
916,MGMT 5110 - Managerial Communication (2 units),MGMT
917,MGMT 5230 - Management of Organizations (2 units),MGMT
918,MGMT 5550 - Effective Negotiations (2 units),MGMT
919,MGMT 5570 - Applied Merger and Acquisition (2 units),MGMT
920,MGMT 5670 - Managing Change (2 units),MGMT
